,Å¤¾Ø,×ªËÙ
0,115.03556370735168,208.35543237626553
1,247.77916818857193,1033.508351072669
2,540.450195223093,797.7502401918173
3,-176.70853212475777,1945.2450778335333
4,-34.920331090688705,733.5203196853399
5,497.9364864528179,1523.5168989747763
6,390.396648645401,260.38222573697567
7,73.15579801797867,1497.7207239717245
8,11.341413855552673,969.3242441862822
9,325.4479333758354,1773.0624061077833
10,436.31658628582954,5.038632079958916
11,-99.67453852295876,1236.4653926342726
12,-138.3062593638897,463.69308046996593
